"ID","iso_code","洲名","國家","日期","總確診數","新增確診數","七天移動平均新增確診數","總死亡數","新增死亡數","七天移動平均新增死亡數","每百萬人確診數","每百萬人死亡數","傳染率","新增檢驗件數","總檢驗件數","每千人檢驗件數","七天移動平均新增檢驗件數","陽性率","每確診案例相對檢驗數量","疫苗總接種總劑數","疫苗總接種人數","疫苗新增接種劑數","七天移動平均疫苗新增接種劑數","每百人接種疫苗劑數","每百人接種疫苗人數","疫情控管指數","總人口數","中位數年紀","70歲以上人口比例","平均壽命","解除隔離數","解封指數"
"22,522","CHN","亞洲","中國大陸","2020-07-30","84,338","127","77.43","4,634","0","0.00","58.40","3.21","1.34","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","79,020","0.13"
"22,521","CHN","亞洲","中國大陸","2020-07-29","84,211","105","62.29","4,634","0","0.00","58.31","3.21","1.43","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","79,003","0.13"
"22,520","CHN","亞洲","中國大陸","2020-07-28","84,106","101","50.86","4,634","0","0.00","58.24","3.21","1.50","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,990","0.13"
"22,519","CHN","亞洲","中國大陸","2020-07-27","84,005","68","38.29","4,634","0","0.00","58.17","3.21","1.57","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,980","0.13"
"22,518","CHN","亞洲","中國大陸","2020-07-26","83,937","61","30.14","4,634","0","0.00","58.12","3.21","1.62","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,964","0.13"
"22,517","CHN","亞洲","中國大陸","2020-07-25","83,876","46","24.43","4,634","0","0.00","58.08","3.21","1.67","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,954","0.12"
"22,516","CHN","亞洲","中國大陸","2020-07-24","83,830","34","20.14","4,634","0","0.00","58.05","3.21","1.73","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,934","0.12"
"22,515","CHN","亞洲","中國大陸","2020-07-23","83,796","21","17.71","4,634","0","0.00","58.02","3.21","1.78","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,918","0.12"
"22,514","CHN","亞洲","中國大陸","2020-07-22","83,775","25","16.71","4,634","0","0.00","58.01","3.21","1.84","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,900","0.12"
"22,513","CHN","亞洲","中國大陸","2020-07-21","83,750","13","13.29","4,634","0","0.00","57.99","3.21","1.80","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,880","0.12"
"22,512","CHN","亞洲","中國大陸","2020-07-20","83,737","11","12.71","4,634","0","0.00","57.98","3.21","1.79","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,860","0.12"
"22,511","CHN","亞洲","中國大陸","2020-07-19","83,726","21","11.14","4,634","0","0.00","57.97","3.21","1.72","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,843","0.12"
"22,510","CHN","亞洲","中國大陸","2020-07-18","83,705","16","9.29","4,634","0","0.00","57.96","3.21","1.64","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,818","0.12"
"22,509","CHN","亞洲","中國大陸","2020-07-17","83,689","17","8.86","4,634","0","0.00","57.95","3.21","1.67","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,800","0.12"
"22,508","CHN","亞洲","中國大陸","2020-07-16","83,672","14","6.43","4,634","0","0.00","57.94","3.21","1.68","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,784","0.12"
"22,507","CHN","亞洲","中國大陸","2020-07-15","83,658","1","4.43","4,634","0","0.00","57.93","3.21","1.66","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,764","0.12"
"22,506","CHN","亞洲","中國大陸","2020-07-14","83,657","9","5.57","4,634","0","0.00","57.93","3.21","1.70","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,738","0.12"
"22,505","CHN","亞洲","中國大陸","2020-07-13","83,648","0","6.29","4,634","0","0.00","57.92","3.21","1.60","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,693","0.13"
"22,504","CHN","亞洲","中國大陸","2020-07-12","83,648","8","6.43","4,634","0","0.00","57.92","3.21","1.59","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,693","0.13"
"22,503","CHN","亞洲","中國大陸","2020-07-11","83,640","13","5.86","4,634","0","0.00","57.91","3.21","1.58","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,679","0.13"
"22,502","CHN","亞洲","中國大陸","2020-07-10","83,627","0","5.14","4,634","0","0.00","57.91","3.21","1.47","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,635","0.13"
"22,501","CHN","亞洲","中國大陸","2020-07-09","83,627","0","5.57","4,634","0","0.00","57.91","3.21","1.43","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,635","0.13"
"22,500","CHN","亞洲","中國大陸","2020-07-08","83,627","9","6.29","4,634","0","0.00","57.91","3.21","1.36","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,635","0.13"
"22,499","CHN","亞洲","中國大陸","2020-07-07","83,618","14","5.43","4,634","0","0.00","57.90","3.21","1.27","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,593","0.13"
"22,498","CHN","亞洲","中國大陸","2020-07-06","83,604","1","3.86","4,634","0","0.00","57.89","3.21","1.16","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,568","0.13"
"22,497","CHN","亞洲","中國大陸","2020-07-05","83,603","4","6.43","4,634","0","0.00","57.89","3.21","1.06","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,562","0.13"
"22,496","CHN","亞洲","中國大陸","2020-07-04","83,599","8","7.57","4,634","0","0.00","57.89","3.21","0.98","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,561","0.13"
"22,495","CHN","亞洲","中國大陸","2020-07-03","83,591","3","8.86","4,634","0","0.00","57.88","3.21","0.94","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,555","0.13"
"22,494","CHN","亞洲","中國大陸","2020-07-02","83,588","5","11.43","4,634","0","0.00","57.88","3.21","0.92","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,545","0.13"
"22,493","CHN","亞洲","中國大陸","2020-07-01","83,583","3","12.71","4,634","0","0.00","57.87","3.21","0.92","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,533","0.13"
"22,492","CHN","亞洲","中國大陸","2020-06-30","83,580","3","14.86","4,634","0","0.00","57.87","3.21","0.88","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,525","0.13"
"22,491","CHN","亞洲","中國大陸","2020-06-29","83,577","19","16.29","4,634","0","0.00","57.87","3.21","0.88","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,514","0.13"
"22,490","CHN","亞洲","中國大陸","2020-06-28","83,558","12","16.71","4,634","0","0.00","57.86","3.21","0.87","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,505","0.13"
"22,489","CHN","亞洲","中國大陸","2020-06-27","83,546","17","17.29","4,634","0","0.00","57.85","3.21","0.88","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,496","0.13"
"22,488","CHN","亞洲","中國大陸","2020-06-26","83,529","21","22.71","4,634","0","0.00","57.84","3.21","0.95","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,489","0.13"
"22,487","CHN","亞洲","中國大陸","2020-06-25","83,508","14","19.71","4,634","0","0.00","57.82","3.21","1.01","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,484","0.13"
"22,486","CHN","亞洲","中國大陸","2020-06-24","83,494","18","22.29","4,634","0","0.00","57.81","3.21","1.07","0","90,000,000","62.32","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,476","0.13"
"22,485","CHN","亞洲","中國大陸","2020-06-23","83,476","13","23.71","4,634","0","0.00","57.80","3.21","1.16","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,472","0.13"
"22,484","CHN","亞洲","中國大陸","2020-06-22","83,463","22","28.14","4,634","0","0.00","57.79","3.21","1.25","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,469","0.13"
"22,483","CHN","亞洲","中國大陸","2020-06-21","83,441","16","30.71","4,634","0","0.00","57.78","3.21","1.29","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,457","0.13"
"22,482","CHN","亞洲","中國大陸","2020-06-20","83,425","55","35.43","4,634","0","0.00","57.77","3.21","1.37","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,457","0.13"
"22,481","CHN","亞洲","中國大陸","2020-06-19","83,370","0","35.71","4,634","0","0.00","57.73","3.21","1.44","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,443","0.13"
"22,480","CHN","亞洲","中國大陸","2020-06-18","83,370","32","37.29","4,634","0","0.00","57.73","3.21","1.58","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,443","0.13"
"22,479","CHN","亞洲","中國大陸","2020-06-17","83,338","28","33.71","4,634","0","0.00","57.71","3.21","1.74","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,439","0.13"
"22,478","CHN","亞洲","中國大陸","2020-06-16","83,310","44","31.29","4,634","0","0.00","57.69","3.21","1.92","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,424","0.12"
"22,477","CHN","亞洲","中國大陸","2020-06-15","83,266","40","25.43","4,634","0","0.00","57.66","3.21","2.08","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,422","0.12"
"22,476","CHN","亞洲","中國大陸","2020-06-14","83,226","49","20.14","4,634","0","0.00","57.63","3.21","2.24","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,415","0.12"
"22,475","CHN","亞洲","中國大陸","2020-06-13","83,177","57","13.71","4,634","0","0.00","57.59","3.21","2.31","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,414","0.12"
"22,474","CHN","亞洲","中國大陸","2020-06-12","83,120","11","6.43","4,634","0","0.00","57.55","3.21","2.07","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,412","0.12"
"22,473","CHN","亞洲","中國大陸","2020-06-11","83,109","7","5.29","4,634","0","0.00","57.55","3.21","1.85","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,409","0.12"
"22,472","CHN","亞洲","中國大陸","2020-06-10","83,102","11","5.00","4,634","0","0.00","57.54","3.21","1.67","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,405","0.12"
"22,471","CHN","亞洲","中國大陸","2020-06-09","83,091","3","3.29","4,634","0","0.00","57.53","3.21","1.48","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,401","0.12"
"22,470","CHN","亞洲","中國大陸","2020-06-08","83,088","3","3.00","4,634","0","0.00","57.53","3.21","1.34","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,395","0.12"
"22,469","CHN","亞洲","中國大陸","2020-06-07","83,085","4","3.29","4,634","0","0.00","57.53","3.21","1.24","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,385","0.12"
"22,468","CHN","亞洲","中國大陸","2020-06-06","83,081","6","5.00","4,634","0","0.00","57.53","3.21","1.20","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,376","0.12"
"22,467","CHN","亞洲","中國大陸","2020-06-05","83,075","3","4.43","4,634","0","0.00","57.52","3.21","1.18","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,375","0.12"
"22,466","CHN","亞洲","中國大陸","2020-06-04","83,072","5","4.57","4,634","0","0.00","57.52","3.21","1.20","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,373","0.12"
"22,465","CHN","亞洲","中國大陸","2020-06-03","83,067","-1","3.86","4,634","0","0.00","57.52","3.21","1.22","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","78.24","1,444,216,102","38.70","5.93","76.91","78,365","0.12"
"22,464","CHN","亞洲","中國大陸","2020-06-02","83,068","1","4.29","4,634","0","0.00","57.52","3.21","1.24","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,362","0.12"
"22,463","CHN","亞洲","中國大陸","2020-06-01","83,067","5","4.29","4,634","0","0.00","57.52","3.21","1.26","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,361","0.12"
"22,462","CHN","亞洲","中國大陸","2020-05-31","83,062","16","4.57","4,634","0","0.00","57.51","3.21","1.30","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,352","0.12"
"22,461","CHN","亞洲","中國大陸","2020-05-30","83,046","2","3.86","4,634","0","0.00","57.50","3.21","1.25","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,350","0.12"
"22,460","CHN","亞洲","中國大陸","2020-05-29","83,044","4","4.00","4,634","0","0.00","57.50","3.21","1.25","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,347","0.12"
"22,459","CHN","亞洲","中國大陸","2020-05-28","83,040","0","4.57","4,634","0","0.00","57.50","3.21","1.12","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,336","0.12"
"22,458","CHN","亞洲","中國大陸","2020-05-27","83,040","2","4.57","4,634","0","0.00","57.50","3.21","1.05","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,333","0.12"
"22,457","CHN","亞洲","中國大陸","2020-05-26","83,038","1","4.29","4,634","0","0.00","57.50","3.21","1.01","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,325","0.12"
"22,456","CHN","亞洲","中國大陸","2020-05-25","83,037","7","4.14","4,634","0","0.00","57.50","3.21","1.02","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,322","0.12"
"22,455","CHN","亞洲","中國大陸","2020-05-24","83,030","11","4.43","4,634","0","0.00","57.49","3.21","1.01","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,313","0.12"
"22,454","CHN","亞洲","中國大陸","2020-05-23","83,019","3","3.86","4,634","0","0.00","57.48","3.21","0.99","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,306","0.12"
"22,453","CHN","亞洲","中國大陸","2020-05-22","83,016","8","4.29","4,634","0","0.14","57.48","3.21","1.00","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,303","0.12"
"22,452","CHN","亞洲","中國大陸","2020-05-21","83,008","0","4.29","4,634","0","0.14","57.48","3.21","0.90","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,285","0.12"
"22,451","CHN","亞洲","中國大陸","2020-05-20","83,008","0","4.86","4,634","0","0.14","57.48","3.21","0.82","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,285","0.12"
"22,450","CHN","亞洲","中國大陸","2020-05-19","83,008","0","5.29","4,634","0","0.14","57.48","3.21","0.80","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,285","0.12"
"22,449","CHN","亞洲","中國大陸","2020-05-18","83,008","9","6.29","4,634","0","0.14","57.48","3.21","0.81","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,285","0.12"
"22,448","CHN","亞洲","中國大陸","2020-05-17","82,999","7","5.14","4,634","0","0.14","57.47","3.21","0.79","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,282","0.12"
"22,447","CHN","亞洲","中國大陸","2020-05-16","82,992","6","6.57","4,634","1","0.14","57.47","3.21","0.77","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,271","0.12"
"22,446","CHN","亞洲","中國大陸","2020-05-15","82,986","8","7.71","4,633","0","0.00","57.46","3.21","0.76","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,262","0.12"
"22,445","CHN","亞洲","中國大陸","2020-05-14","82,978","4","6.71","4,633","0","0.00","57.46","3.21","0.76","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,252","0.12"
"22,444","CHN","亞洲","中國大陸","2020-05-13","82,974","3","6.29","4,633","0","0.00","57.45","3.21","0.75","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,238","0.12"
"22,443","CHN","亞洲","中國大陸","2020-05-12","82,971","7","6.14","4,633","0","0.00","57.45","3.21","0.74","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,231","0.12"
"22,442","CHN","亞洲","中國大陸","2020-05-11","82,964","1","5.43","4,633","0","0.00","57.45","3.21","0.71","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,213","0.12"
"22,441","CHN","亞洲","中國大陸","2020-05-10","82,963","17","5.43","4,633","0","0.00","57.45","3.21","0.72","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","81.94","1,444,216,102","38.70","5.93","76.91","78,185","0.12"
"22,440","CHN","亞洲","中國大陸","2020-05-09","82,946","14","3.71","4,633","0","0.00","57.43","3.21","0.67","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","78,160","0.12"
"22,439","CHN","亞洲","中國大陸","2020-05-08","82,932","1","1.71","4,633","0","0.00","57.42","3.21","0.56","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","78,033","0.13"
"22,438","CHN","亞洲","中國大陸","2020-05-07","82,931","1","1.71","4,633","0","0.00","57.42","3.21","0.51","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","78,033","0.13"
"22,437","CHN","亞洲","中國大陸","2020-05-06","82,930","2","3.29","4,633","0","0.00","57.42","3.21","0.44","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,997","0.13"
"22,436","CHN","亞洲","中國大陸","2020-05-05","82,928","2","3.57","4,633","0","0.00","57.42","3.21","0.39","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,950","0.13"
"22,435","CHN","亞洲","中國大陸","2020-05-04","82,926","1","6.43","4,633","0","0.00","57.42","3.21","0.34","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,892","0.13"
"22,434","CHN","亞洲","中國大陸","2020-05-03","82,925","5","7.14","4,633","0","0.00","57.42","3.21","0.30","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,805","0.13"
"22,433","CHN","亞洲","中國大陸","2020-05-02","82,920","0","6.86","4,633","0","0.14","57.42","3.21","0.28","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,722","0.13"
"22,432","CHN","亞洲","中國大陸","2020-05-01","82,920","1","8.00","4,633","0","0.14","57.42","3.21","0.27","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,714","0.13"
"22,431","CHN","亞洲","中國大陸","2020-04-30","82,919","12","10.00","4,633","0","0.14","57.42","3.21","0.31","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,677","0.13"
"22,430","CHN","亞洲","中國大陸","2020-04-29","82,907","4","10.29","4,633","0","0.14","57.41","3.21","0.33","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,644","0.13"
"22,429","CHN","亞洲","中國大陸","2020-04-28","82,903","22","11.29","4,633","0","0.14","57.40","3.21","0.34","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,611","0.13"
"22,428","CHN","亞洲","中國大陸","2020-04-27","82,881","6","12.71","4,633","0","0.14","57.39","3.21","0.33","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,587","0.13"
"22,427","CHN","亞洲","中國大陸","2020-04-26","82,875","3","13.57","4,633","1","0.14","57.38","3.21","0.32","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,505","0.13"
"22,426","CHN","亞洲","中國大陸","2020-04-25","82,872","8","15.57","4,632","0","0.00","57.38","3.21","0.34","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,422","0.13"
"22,425","CHN","亞洲","中國大陸","2020-04-24","82,864","15","17.86","4,632","0","0.00","57.38","3.21","0.37","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,384","0.13"
"22,424","CHN","亞洲","中國大陸","2020-04-23","82,849","14","66.14","4,632","0","184.29","57.37","3.21","0.44","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,284","0.14"
"22,423","CHN","亞洲","中國大陸","2020-04-22","82,835","11","70.86","4,632","0","184.29","57.36","3.21","0.51","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,183","0.14"
"22,422","CHN","亞洲","中國大陸","2020-04-21","82,824","32","75.71","4,632","0","184.43","57.35","3.21","0.58","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,149","0.14"
"22,421","CHN","亞洲","中國大陸","2020-04-20","82,792","12","84.00","4,632","0","184.43","57.33","3.21","0.66","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,115","0.14"
"22,420","CHN","亞洲","中國大陸","2020-04-19","82,780","17","92.86","4,632","0","184.71","57.32","3.21","0.76","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,088","0.14"
"22,419","CHN","亞洲","中國大陸","2020-04-18","82,763","24","107.00","4,632","0","184.71","57.31","3.21","0.91","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,046","0.14"
"22,418","CHN","亞洲","中國大陸","2020-04-17","82,739","353","112.43","4,632","1,290","185.14","57.29","3.21","1.11","0","0","0.00","0.00","0.00","0.00","0","0","0","0.00","0.00","0.00","56.94","1,444,216,102","38.70","5.93","76.91","77,019","0.14"
